NumberOfTryCatch;NumberOfAnonymousClasses;NumberOfLambdas;NumberOfComparisons;MaxNumberOfNestedBlocks;CBO;NumberOfInnerClasses;NumberOfParameters_CK;NumberOfLogStatements;IsConstructor;NumberOfStringLiterals;BuggedMethods;NumberOfParenthesizedExps;NumberOfLoops;NumberOfModifiers;NumberOfMathOperations;NumberOfAssignments;NumberOfUniqueWords;RFC;Returns;WMC_CK;LOCMethod_CK;NumberOfNumbers;NumberOfVariables
0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;False;4.0;False;0.0;0.0;1.0;0.0;2.0;11.0;4.0;0.0;1.0;6.0;0.0;2.0
0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;False;10.0;False;0.0;0.0;1.0;0.0;2.0;14.0;18.0;0.0;1.0;18.0;1.0;1.0
0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;False;19.0;False;0.0;0.0;1.0;0.0;10.0;17.0;3.0;0.0;1.0;21.0;0.0;9.0
0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;False;3.0;False;0.0;0.0;1.0;0.0;1.0;11.0;8.0;0.0;1.0;9.0;1.0;1.0
0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;False;13.0;False;0.0;0.0;1.0;0.0;2.0;23.0;5.0;0.0;2.0;10.0;1.0;2.0
0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;False;12.0;False;0.0;0.0;1.0;0.0;2.0;22.0;5.0;0.0;2.0;10.0;1.0;2.0
0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;False;12.0;False;0.0;0.0;1.0;0.0;2.0;21.0;5.0;0.0;2.0;10.0;1.0;2.0
0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;False;12.0;False;0.0;0.0;1.0;0.0;2.0;23.0;5.0;0.0;2.0;10.0;1.0;2.0
0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;False;14.0;False;0.0;0.0;1.0;0.0;2.0;13.0;4.0;0.0;3.0;14.0;0.0;2.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;False;13.0;False;0.0;0.0;1.0;0.0;2.0;23.0;5.0;0.0;2.0;10.0;1.0;2.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;False;13.0;False;0.0;0.0;1.0;0.0;2.0;23.0;5.0;0.0;2.0;10.0;1.0;2.0
0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;False;13.0;False;0.0;0.0;1.0;0.0;2.0;22.0;5.0;0.0;2.0;10.0;1.0;2.0
0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;False;6.0;False;0.0;0.0;1.0;0.0;2.0;14.0;3.0;0.0;1.0;6.0;0.0;2.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;True;0.0;False;0.0;0.0;1.0;0.0;0.0;6.0;0.0;0.0;1.0;3.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;True;0.0;False;0.0;0.0;1.0;0.0;1.0;7.0;0.0;0.0;1.0;4.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;False;3.0;False;0.0;0.0;1.0;0.0;1.0;7.0;5.0;0.0;1.0;8.0;3.0;1.0
0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;False;6.0;False;0.0;0.0;1.0;0.0;2.0;12.0;11.0;0.0;1.0;14.0;4.0;2.0
0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;8.0;False;0.0;0.0;1.0;0.0;1.0;7.0;6.0;0.0;1.0;10.0;2.0;1.0
0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;3.0;False;0.0;0.0;1.0;0.0;1.0;10.0;4.0;0.0;1.0;9.0;0.0;1.0
0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;1.0;False;0.0;0.0;1.0;0.0;1.0;8.0;4.0;0.0;1.0;13.0;3.0;1.0
0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;False;4.0;False;0.0;0.0;1.0;0.0;2.0;12.0;4.0;0.0;1.0;6.0;0.0;2.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;False;9.0;False;0.0;0.0;1.0;0.0;1.0;10.0;4.0;0.0;1.0;6.0;0.0;1.0
0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;False;7.0;False;0.0;0.0;1.0;0.0;1.0;10.0;4.0;0.0;1.0;6.0;0.0;1.0
0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;False;0.0;False;0.0;0.0;1.0;0.0;3.0;13.0;7.0;0.0;1.0;13.0;1.0;3.0
0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;False;10.0;False;0.0;0.0;1.0;0.0;9.0;22.0;8.0;0.0;1.0;25.0;0.0;9.0
0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;8.0;False;0.0;0.0;1.0;0.0;1.0;6.0;3.0;0.0;1.0;7.0;0.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;6.0;False;0.0;0.0;1.0;0.0;1.0;6.0;3.0;0.0;1.0;7.0;0.0;1.0
0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;False;11.0;False;0.0;0.0;1.0;0.0;2.0;12.0;6.0;0.0;3.0;9.0;2.0;2.0
0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;False;5.0;False;0.0;0.0;1.0;0.0;1.0;9.0;7.0;0.0;1.0;3.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;False;11.0;False;0.0;0.0;1.0;0.0;2.0;19.0;7.0;0.0;2.0;8.0;1.0;2.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;False;10.0;False;0.0;0.0;1.0;0.0;2.0;20.0;7.0;0.0;2.0;8.0;1.0;2.0
0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;9.0;False;0.0;0.0;1.0;0.0;1.0;9.0;1.0;0.0;1.0;3.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;False;4.0;False;0.0;0.0;1.0;0.0;2.0;12.0;3.0;0.0;1.0;5.0;0.0;2.0
0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;False;9.0;False;0.0;0.0;1.0;1.0;2.0;15.0;5.0;0.0;2.0;7.0;1.0;2.0
0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;False;4.0;False;0.0;0.0;1.0;0.0;3.0;14.0;7.0;0.0;1.0;7.0;0.0;3.0
0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;False;4.0;False;0.0;0.0;1.0;0.0;3.0;16.0;7.0;0.0;1.0;7.0;0.0;3.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;False;17.0;False;0.0;0.0;1.0;3.0;3.0;17.0;11.0;0.0;3.0;12.0;4.0;2.0
0.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;False;17.0;False;0.0;0.0;1.0;3.0;3.0;19.0;11.0;0.0;3.0;12.0;4.0;2.0
0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;False;4.0;False;0.0;0.0;1.0;0.0;2.0;10.0;3.0;0.0;1.0;5.0;0.0;2.0
0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;False;19.0;False;0.0;0.0;1.0;0.0;5.0;21.0;12.0;0.0;1.0;16.0;8.0;5.0
0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;False;4.0;False;0.0;0.0;1.0;0.0;3.0;14.0;7.0;0.0;1.0;7.0;0.0;3.0
0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;False;4.0;False;0.0;0.0;1.0;0.0;3.0;13.0;7.0;0.0;1.0;7.0;0.0;3.0
0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;False;16.0;False;0.0;0.0;1.0;0.0;2.0;18.0;7.0;0.0;2.0;9.0;1.0;2.0
0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;False;13.0;False;0.0;0.0;1.0;0.0;2.0;17.0;7.0;0.0;2.0;8.0;1.0;2.0
0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;False;15.0;False;0.0;0.0;1.0;2.0;2.0;17.0;9.0;0.0;2.0;9.0;3.0;2.0
0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;False;6.0;False;0.0;0.0;1.0;1.0;2.0;17.0;7.0;0.0;2.0;7.0;1.0;2.0
0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;False;8.0;False;0.0;0.0;1.0;1.0;2.0;20.0;6.0;0.0;2.0;7.0;1.0;2.0
0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;False;6.0;False;0.0;0.0;1.0;1.0;2.0;18.0;6.0;0.0;2.0;6.0;1.0;2.0
0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;False;7.0;False;0.0;0.0;1.0;1.0;2.0;15.0;5.0;0.0;2.0;6.0;1.0;2.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;False;9.0;False;0.0;0.0;1.0;0.0;3.0;16.0;5.0;0.0;1.0;7.0;0.0;3.0
0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;False;1.0;False;0.0;0.0;1.0;0.0;1.0;8.0;4.0;0.0;1.0;4.0;0.0;1.0
0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;False;6.0;False;0.0;0.0;1.0;0.0;3.0;15.0;4.0;0.0;1.0;6.0;0.0;3.0
0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;False;17.0;False;0.0;0.0;1.0;0.0;3.0;18.0;6.0;0.0;1.0;10.0;2.0;3.0
0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;False;14.0;False;0.0;0.0;1.0;0.0;3.0;15.0;5.0;0.0;1.0;8.0;0.0;3.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;False;10.0;False;0.0;0.0;1.0;0.0;3.0;18.0;5.0;0.0;1.0;7.0;0.0;3.0
0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;False;5.0;False;0.0;0.0;1.0;0.0;3.0;15.0;6.0;0.0;1.0;11.0;0.0;3.0
0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;0.0;False;0.0;0.0;1.0;0.0;1.0;5.0;1.0;0.0;1.0;4.0;0.0;0.0
0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;False;13.0;False;0.0;0.0;1.0;0.0;2.0;17.0;7.0;0.0;2.0;9.0;1.0;2.0
0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;False;44.0;False;0.0;0.0;1.0;0.0;13.0;53.0;12.0;0.0;1.0;30.0;0.0;13.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;False;7.0;False;0.0;0.0;1.0;1.0;2.0;16.0;8.0;0.0;2.0;8.0;1.0;2.0
0.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;False;16.0;False;0.0;0.0;1.0;3.0;3.0;18.0;11.0;0.0;3.0;12.0;4.0;2.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;2.0;False;0.0;0.0;1.0;0.0;0.0;8.0;2.0;0.0;1.0;3.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;6.0;False;0.0;0.0;1.0;0.0;0.0;8.0;3.0;0.0;1.0;6.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;False;19.0;False;0.0;0.0;1.0;0.0;3.0;8.0;12.0;0.0;1.0;16.0;2.0;2.0
0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;2.0;False;0.0;0.0;1.0;0.0;0.0;7.0;4.0;0.0;1.0;4.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;False;5.0;False;0.0;0.0;1.0;0.0;3.0;16.0;5.0;0.0;1.0;7.0;0.0;3.0
0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;False;10.0;False;0.0;0.0;1.0;0.0;3.0;16.0;7.0;0.0;1.0;10.0;3.0;3.0
0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;False;12.0;False;0.0;0.0;1.0;0.0;3.0;17.0;7.0;0.0;1.0;11.0;4.0;3.0
0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;False;3.0;False;0.0;0.0;1.0;0.0;3.0;16.0;5.0;0.0;1.0;7.0;0.0;3.0
0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;4.0;False;0.0;0.0;1.0;0.0;0.0;9.0;5.0;0.0;1.0;5.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;False;34.0;False;0.0;0.0;1.0;0.0;9.0;16.0;4.0;0.0;1.0;34.0;0.0;3.0
0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;False;5.0;False;0.0;0.0;1.0;0.0;4.0;17.0;6.0;0.0;1.0;9.0;0.0;4.0
0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;False;6.0;False;0.0;0.0;1.0;0.0;3.0;17.0;6.0;0.0;1.0;9.0;0.0;3.0
0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;False;13.0;False;0.0;0.0;1.0;0.0;4.0;17.0;6.0;0.0;1.0;12.0;0.0;4.0
0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;2.0;False;0.0;0.0;1.0;0.0;0.0;7.0;4.0;0.0;1.0;4.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;False;3.0;False;0.0;0.0;1.0;0.0;3.0;17.0;5.0;0.0;1.0;7.0;0.0;3.0
0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;False;5.0;False;0.0;0.0;1.0;0.0;3.0;16.0;5.0;0.0;1.0;7.0;0.0;3.0
0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;False;10.0;False;0.0;0.0;1.0;0.0;3.0;16.0;7.0;0.0;1.0;10.0;3.0;3.0
0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;False;14.0;False;0.0;0.0;1.0;0.0;3.0;17.0;7.0;0.0;1.0;12.0;5.0;3.0
0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;4.0;False;0.0;0.0;1.0;0.0;0.0;9.0;5.0;0.0;1.0;5.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;False;54.0;False;0.0;0.0;1.0;0.0;4.0;17.0;11.0;0.0;1.0;18.0;2.0;3.0
0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;19.0;False;0.0;0.0;1.0;0.0;3.0;7.0;7.0;0.0;1.0;23.0;6.0;1.0
0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;7.0;False;0.0;0.0;1.0;0.0;2.0;8.0;5.0;0.0;1.0;8.0;1.0;2.0
0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;3.0;False;0.0;0.0;1.0;0.0;1.0;7.0;4.0;0.0;1.0;5.0;1.0;1.0
0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;6.0;False;0.0;0.0;1.0;0.0;2.0;9.0;5.0;0.0;1.0;7.0;1.0;2.0
0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;4.0;False;0.0;0.0;1.0;0.0;0.0;6.0;4.0;0.0;1.0;6.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;8.0;False;0.0;0.0;1.0;0.0;0.0;8.0;6.0;0.0;1.0;8.0;2.0;0.0
0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;6.0;False;0.0;0.0;1.0;0.0;2.0;9.0;5.0;0.0;1.0;7.0;1.0;2.0
0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;False;2.0;False;0.0;0.0;1.0;0.0;4.0;18.0;4.0;0.0;1.0;8.0;0.0;4.0
0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;False;6.0;False;0.0;0.0;1.0;0.0;4.0;20.0;13.0;0.0;1.0;11.0;0.0;4.0
0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;False;2.0;False;0.0;0.0;2.0;0.0;3.0;8.0;4.0;1.0;1.0;8.0;0.0;3.0
0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;False;2.0;False;0.0;0.0;1.0;0.0;4.0;16.0;4.0;0.0;1.0;8.0;0.0;4.0
0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;False;3.0;False;0.0;0.0;1.0;0.0;4.0;15.0;4.0;0.0;1.0;8.0;0.0;4.0
0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;False;4.0;False;0.0;0.0;1.0;0.0;2.0;11.0;3.0;0.0;1.0;7.0;1.0;2.0
0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;False;28.0;False;0.0;0.0;1.0;2.0;4.0;43.0;6.0;0.0;1.0;9.0;3.0;4.0
0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;False;15.0;False;0.0;0.0;1.0;1.0;4.0;31.0;7.0;0.0;1.0;10.0;3.0;4.0
0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;False;110.0;False;0.0;0.0;1.0;12.0;50.0;118.0;10.0;0.0;1.0;82.0;1.0;43.0
0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;False;11.0;False;0.0;0.0;1.0;1.0;3.0;53.0;2.0;0.0;1.0;9.0;3.0;3.0
0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;False;8.0;False;0.0;0.0;1.0;0.0;4.0;17.0;2.0;0.0;1.0;10.0;0.0;2.0
0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;False;8.0;False;0.0;0.0;1.0;0.0;2.0;9.0;3.0;0.0;1.0;6.0;0.0;2.0
0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;False;9.0;False;0.0;0.0;1.0;0.0;2.0;13.0;6.0;0.0;1.0;7.0;0.0;2.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;False;12.0;False;0.0;0.0;1.0;0.0;4.0;10.0;3.0;0.0;1.0;8.0;0.0;2.0
