LCOM;FANOUT;NumberOfChildren;NumberOfFields;DepthOfInheritance;WMC_Designite;NumberOfPublicFields;NumberOfMethods_Designite;NumberOfPublicMethods_Designite;Bugged;FANIN
-1.0;0.0;0.0;0.0;1.0;9.0;0.0;9.0;9.0;False;0.0
-1.0;0.0;0.0;0.0;1.0;14.0;0.0;5.0;5.0;False;0.0
-1.0;0.0;0.0;0.0;1.0;10.0;0.0;8.0;8.0;False;0.0
-1.0;0.0;0.0;0.0;1.0;2.0;0.0;2.0;2.0;False;0.0
-1.0;0.0;0.0;0.0;1.0;7.0;0.0;6.0;6.0;False;0.0
-1.0;2.0;0.0;0.0;1.0;26.0;0.0;19.0;18.0;False;0.0
0.75;1.0;0.0;1.0;1.0;21.0;0.0;16.0;16.0;False;0.0
-1.0;0.0;0.0;0.0;1.0;8.0;0.0;7.0;7.0;False;0.0
-1.0;0.0;0.0;0.0;1.0;8.0;0.0;8.0;8.0;False;0.0
-1.0;0.0;0.0;0.0;1.0;8.0;0.0;7.0;7.0;False;0.0
0.0;0.0;0.0;2.0;0.0;2.0;0.0;1.0;1.0;False;1.0
-1.0;0.0;0.0;0.0;1.0;5.0;0.0;3.0;3.0;False;0.0
0.12857142857142856;16.0;1.0;46.0;0.0;108.0;0.0;70.0;0.0;False;1.0
0.7101449275362319;7.0;0.0;4.0;1.0;78.0;0.0;69.0;64.0;False;1.0
0.2272727272727273;10.0;3.0;4.0;0.0;30.0;0.0;22.0;12.0;True;1.0
0.8545454545454545;2.0;0.0;1.0;1.0;58.0;0.0;55.0;55.0;False;0.0
-1.0;0.0;0.0;0.0;0.0;3.0;0.0;3.0;3.0;False;2.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0
-1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;False;0.0
-1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;False;0.0
-1.0;0.0;0.0;0.0;0.0;3.0;0.0;3.0;3.0;False;0.0
-1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;False;0.0
-1.0;0.0;0.0;0.0;0.0;3.0;0.0;3.0;3.0;False;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0
-1.0;0.0;0.0;0.0;0.0;3.0;0.0;3.0;3.0;False;0.0
-1.0;0.0;0.0;0.0;0.0;12.0;0.0;12.0;12.0;False;0.0
-1.0;0.0;0.0;0.0;0.0;8.0;0.0;8.0;8.0;False;0.0
-1.0;0.0;0.0;0.0;0.0;9.0;0.0;9.0;9.0;True;0.0
-1.0;0.0;0.0;0.0;0.0;9.0;0.0;9.0;9.0;False;0.0
0.75;0.0;0.0;6.0;0.0;4.0;0.0;4.0;4.0;False;1.0
-1.0;1.0;0.0;0.0;0.0;15.0;0.0;15.0;15.0;False;1.0
-1.0;0.0;0.0;0.0;0.0;7.0;0.0;7.0;6.0;False;0.0
-1.0;0.0;0.0;0.0;0.0;5.0;0.0;5.0;5.0;False;0.0
-1.0;0.0;0.0;0.0;0.0;14.0;0.0;12.0;11.0;False;0.0
-1.0;0.0;0.0;0.0;0.0;20.0;0.0;20.0;19.0;False;0.0
0.0;0.0;0.0;2.0;0.0;1.0;2.0;1.0;1.0;False;0.0
-1.0;0.0;0.0;0.0;0.0;42.0;0.0;42.0;42.0;False;0.0
-1.0;0.0;0.0;0.0;0.0;10.0;0.0;10.0;10.0;False;0.0
-1.0;0.0;0.0;0.0;0.0;8.0;0.0;8.0;8.0;False;0.0
-1.0;1.0;0.0;0.0;0.0;9.0;0.0;9.0;9.0;False;0.0
-1.0;0.0;0.0;0.0;0.0;16.0;0.0;11.0;5.0;False;0.0
-1.0;0.0;0.0;0.0;0.0;6.0;0.0;6.0;6.0;False;1.0
-1.0;0.0;0.0;0.0;0.0;8.0;0.0;5.0;3.0;False;0.0
-1.0;0.0;0.0;0.0;0.0;3.0;0.0;3.0;3.0;True;0.0
-1.0;0.0;0.0;0.0;0.0;26.0;0.0;26.0;26.0;False;0.0
0.13333333333333333;1.0;0.0;14.0;0.0;24.0;14.0;15.0;5.0;False;1.0
-1.0;2.0;0.0;0.0;0.0;11.0;0.0;8.0;4.0;False;1.0
-1.0;0.0;0.0;0.0;2.0;23.0;0.0;12.0;12.0;False;0.0
-1.0;0.0;0.0;0.0;2.0;23.0;0.0;12.0;12.0;False;0.0
-1.0;0.0;0.0;0.0;2.0;15.0;0.0;11.0;11.0;False;0.0
-1.0;0.0;0.0;0.0;2.0;7.0;0.0;6.0;6.0;False;0.0
-1.0;0.0;0.0;0.0;2.0;5.0;0.0;3.0;3.0;False;0.0
-1.0;1.0;8.0;0.0;1.0;100.0;0.0;66.0;66.0;True;0.0
-1.0;0.0;0.0;0.0;1.0;18.0;0.0;13.0;13.0;False;0.0
-1.0;0.0;0.0;0.0;1.0;8.0;0.0;7.0;7.0;False;0.0
-1.0;0.0;0.0;0.0;2.0;45.0;0.0;20.0;20.0;False;0.0
-1.0;0.0;0.0;0.0;1.0;14.0;0.0;12.0;12.0;False;0.0
-1.0;0.0;0.0;0.0;2.0;13.0;0.0;9.0;9.0;False;0.0
-1.0;0.0;0.0;0.0;1.0;9.0;0.0;7.0;7.0;False;0.0
0.03389830508474576;1.0;5.0;7.0;0.0;68.0;3.0;59.0;57.0;True;2.0
0.38461538461538464;0.0;0.0;2.0;2.0;61.0;0.0;26.0;25.0;False;0.0
-1.0;3.0;0.0;0.0;0.0;17.0;0.0;3.0;0.0;False;0.0
0.5;3.0;0.0;1.0;0.0;5.0;0.0;4.0;4.0;False;0.0
0.0;0.0;0.0;11.0;0.0;31.0;0.0;25.0;25.0;False;0.0
0.0;1.0;0.0;5.0;0.0;12.0;0.0;11.0;11.0;False;0.0
0.060606060606060615;6.0;0.0;12.0;0.0;76.0;0.0;33.0;32.0;False;1.0
0.19047619047619047;7.0;0.0;11.0;0.0;41.0;0.0;21.0;20.0;False;0.0
0.0392156862745098;6.0;0.0;29.0;0.0;80.0;0.0;51.0;47.0;False;0.0
0.6666666666666666;0.0;0.0;1.0;0.0;3.0;0.0;3.0;3.0;False;0.0
1.0;3.0;0.0;1.0;0.0;2.0;0.0;2.0;2.0;False;0.0
0.0;0.0;0.0;5.0;0.0;14.0;0.0;11.0;11.0;False;21.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0
-1.0;1.0;0.0;0.0;0.0;13.0;0.0;2.0;1.0;False;4.0
-1.0;0.0;0.0;0.0;2.0;1.0;0.0;1.0;1.0;False;0.0
0.4;2.0;2.0;2.0;3.0;7.0;0.0;5.0;4.0;False;0.0
-1.0;0.0;0.0;0.0;3.0;4.0;0.0;2.0;0.0;False;0.0
-1.0;3.0;0.0;0.0;3.0;8.0;0.0;7.0;6.0;False;0.0
0.08823529411764706;1.0;2.0;17.0;2.0;51.0;0.0;34.0;30.0;False;0.0
0.7142857142857143;3.0;0.0;4.0;3.0;13.0;3.0;7.0;6.0;True;0.0
0.0;3.0;0.0;20.0;2.0;55.0;0.0;41.0;39.0;False;0.0
0.21428571428571427;2.0;0.0;6.0;2.0;23.0;0.0;14.0;14.0;False;0.0
0.0392156862745098;5.0;0.0;24.0;3.0;84.0;0.0;51.0;50.0;False;0.0
0.0;3.0;0.0;6.0;2.0;21.0;0.0;12.0;12.0;True;0.0
0.0;6.0;0.0;10.0;4.0;26.0;0.0;17.0;16.0;False;0.0
0.2307692307692308;2.0;0.0;8.0;4.0;20.0;0.0;13.0;13.0;False;0.0
0.2;4.0;0.0;5.0;2.0;19.0;0.0;10.0;9.0;False;0.0
0.0975609756097561;2.0;20.0;8.0;1.0;52.0;0.0;41.0;7.0;False;0.0
0.15384615384615385;0.0;5.0;7.0;2.0;13.0;1.0;13.0;12.0;False;0.0
0.0;2.0;0.0;5.0;2.0;11.0;0.0;9.0;9.0;False;0.0
0.4;1.0;0.0;3.0;2.0;10.0;0.0;5.0;4.0;False;0.0
0.0;0.0;2.0;1.0;0.0;1.0;0.0;1.0;1.0;False;0.0
0.0;2.0;0.0;9.0;2.0;21.0;0.0;21.0;20.0;False;0.0
0.030769230769230767;5.0;0.0;30.0;3.0;143.0;0.0;65.0;59.0;False;0.0
0.0;0.0;0.0;4.0;2.0;9.0;0.0;7.0;7.0;False;0.0
0.0;2.0;0.0;7.0;2.0;26.0;0.0;14.0;12.0;False;0.0
0.0;3.0;0.0;3.0;2.0;11.0;0.0;7.0;7.0;False;0.0
0.0;4.0;0.0;8.0;2.0;35.0;0.0;18.0;17.0;True;0.0
0.054054054054054064;7.0;0.0;15.0;0.0;53.0;0.0;37.0;33.0;True;0.0
0.03448275862068965;8.0;0.0;25.0;0.0;98.0;0.0;58.0;50.0;True;1.0
0.15789473684210525;2.0;0.0;10.0;2.0;27.0;0.0;19.0;19.0;False;0.0
0.16666666666666666;2.0;0.0;6.0;2.0;16.0;0.0;12.0;12.0;False;0.0
0.2222222222222222;6.0;0.0;5.0;2.0;12.0;0.0;9.0;9.0;False;0.0
0.043478260869565216;2.0;0.0;20.0;3.0;60.0;0.0;46.0;43.0;False;0.0
0.18181818181818185;2.0;0.0;6.0;2.0;23.0;0.0;11.0;10.0;False;0.0
0.1111111111111111;2.0;0.0;8.0;2.0;21.0;0.0;18.0;16.0;False;0.0
0.0;2.0;0.0;13.0;2.0;23.0;0.0;16.0;16.0;False;0.0
0.16129032258064516;5.0;0.0;10.0;0.0;49.0;0.0;31.0;30.0;False;0.0
0.2;3.0;0.0;6.0;0.0;25.0;0.0;20.0;19.0;False;0.0
0.1;2.0;0.0;9.0;0.0;32.0;0.0;20.0;20.0;False;0.0
0.5;3.0;0.0;9.0;0.0;11.0;0.0;6.0;6.0;False;0.0
0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;False;0.0
0.5;2.0;0.0;4.0;0.0;9.0;0.0;6.0;6.0;False;0.0
0.15625;2.0;0.0;14.0;0.0;41.0;0.0;32.0;31.0;False;0.0
0.13636363636363635;3.0;0.0;9.0;0.0;36.0;0.0;22.0;22.0;False;0.0
0.08163265306122447;6.0;0.0;22.0;0.0;70.0;0.0;49.0;47.0;False;0.0
0.6666666666666666;1.0;1.0;2.0;0.0;3.0;0.0;3.0;3.0;False;0.0
-1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;False;0.0
0.0;0.0;0.0;9.0;0.0;28.0;0.0;20.0;17.0;False;0.0
0.0;1.0;0.0;6.0;0.0;6.0;0.0;4.0;4.0;False;0.0
0.0;0.0;0.0;1.0;0.0;2.0;0.0;2.0;2.0;False;0.0
0.0;1.0;0.0;7.0;0.0;36.0;0.0;19.0;13.0;False;0.0
0.0;0.0;5.0;2.0;1.0;9.0;0.0;6.0;3.0;False;0.0
0.0;0.0;2.0;8.0;0.0;26.0;0.0;23.0;18.0;False;0.0
0.0;0.0;5.0;3.0;1.0;12.0;0.0;8.0;5.0;False;0.0
0.0;0.0;0.0;3.0;0.0;9.0;0.0;8.0;8.0;False;0.0
0.16666666666666666;0.0;0.0;5.0;0.0;14.0;0.0;12.0;12.0;False;0.0
0.16666666666666666;1.0;0.0;5.0;0.0;13.0;0.0;12.0;12.0;False;0.0
0.0;1.0;0.0;7.0;0.0;18.0;0.0;15.0;15.0;False;0.0
0.0;0.0;0.0;9.0;2.0;22.0;0.0;20.0;18.0;False;0.0
0.0;0.0;0.0;9.0;2.0;22.0;0.0;20.0;18.0;False;0.0
0.0;1.0;0.0;8.0;2.0;19.0;0.0;18.0;16.0;False;0.0
0.0;1.0;0.0;8.0;2.0;19.0;0.0;18.0;16.0;False;0.0
0.0;1.0;0.0;3.0;2.0;12.0;0.0;8.0;6.0;False;0.0
0.0;1.0;0.0;3.0;2.0;12.0;0.0;8.0;6.0;False;0.0
0.0;1.0;0.0;3.0;2.0;8.0;0.0;8.0;6.0;False;0.0
0.0;1.0;0.0;3.0;2.0;8.0;0.0;8.0;6.0;False;0.0
0.0;0.0;0.0;2.0;2.0;6.0;0.0;6.0;4.0;False;0.0
0.0;0.0;0.0;2.0;2.0;6.0;0.0;6.0;4.0;False;0.0
-1.0;0.0;1.0;0.0;0.0;2.0;0.0;2.0;2.0;False;3.0
0.0;0.0;0.0;4.0;1.0;9.0;1.0;5.0;3.0;False;0.0
0.0;1.0;0.0;1.0;1.0;2.0;0.0;2.0;2.0;False;1.0
0.0;1.0;0.0;1.0;1.0;2.0;0.0;2.0;2.0;False;1.0
0.14285714285714285;0.0;0.0;9.0;0.0;21.0;3.0;14.0;14.0;False;1.0
0.0;0.0;2.0;1.0;0.0;2.0;0.0;2.0;2.0;False;0.0
0.0;1.0;0.0;3.0;0.0;5.0;0.0;1.0;1.0;False;0.0
0.6;0.0;0.0;2.0;0.0;6.0;0.0;5.0;3.0;False;1.0
0.75;0.0;0.0;2.0;0.0;5.0;0.0;4.0;3.0;False;1.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0
1.0;2.0;0.0;2.0;0.0;6.0;0.0;3.0;3.0;False;0.0
0.0;0.0;0.0;8.0;0.0;8.0;8.0;1.0;1.0;False;5.0
0.0;1.0;0.0;7.0;0.0;18.0;0.0;6.0;1.0;False;2.0
-1.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;1.0;False;0.0
0.6666666666666666;2.0;0.0;3.0;0.0;7.0;0.0;3.0;3.0;False;0.0
-1.0;0.0;0.0;0.0;0.0;4.0;0.0;1.0;1.0;False;0.0
-1.0;1.0;0.0;0.0;0.0;11.0;0.0;2.0;0.0;False;0.0
-1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;False;0.0
-1.0;3.0;0.0;0.0;0.0;20.0;0.0;4.0;0.0;False;1.0
-1.0;1.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;False;0.0
-1.0;0.0;0.0;0.0;0.0;4.0;0.0;1.0;0.0;False;0.0
0.6666666666666666;1.0;0.0;1.0;0.0;3.0;0.0;3.0;2.0;False;0.0
0.0;0.0;0.0;20.0;0.0;25.0;15.0;8.0;7.0;False;0.0
0.0;1.0;0.0;3.0;0.0;7.0;1.0;5.0;4.0;False;0.0
0.75;1.0;0.0;1.0;0.0;4.0;0.0;4.0;3.0;False;0.0
-1.0;0.0;0.0;0.0;0.0;5.0;0.0;1.0;0.0;False;0.0
-1.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;False;0.0
-1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;False;0.0
0.0;6.0;0.0;4.0;0.0;6.0;0.0;6.0;4.0;False;0.0
0.0;0.0;0.0;3.0;0.0;5.0;0.0;5.0;5.0;False;1.0
0.0;1.0;0.0;2.0;0.0;6.0;0.0;6.0;4.0;False;0.0
0.0;5.0;0.0;5.0;0.0;3.0;0.0;3.0;2.0;False;0.0
0.0;5.0;0.0;5.0;0.0;5.0;0.0;5.0;2.0;False;0.0
0.0;0.0;0.0;1.0;0.0;3.0;0.0;3.0;3.0;False;0.0
0.0;0.0;0.0;1.0;0.0;3.0;0.0;3.0;3.0;False;0.0
0.0;1.0;0.0;2.0;0.0;3.0;0.0;3.0;3.0;False;0.0
0.0;4.0;0.0;4.0;0.0;6.0;0.0;6.0;3.0;False;0.0
0.0;0.0;0.0;2.0;1.0;3.0;0.0;3.0;3.0;False;1.0
-1.0;0.0;0.0;0.0;0.0;5.0;0.0;5.0;1.0;False;1.0
-1.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;1.0;False;1.0
-1.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;1.0;False;1.0
-1.0;0.0;0.0;0.0;0.0;148.0;0.0;148.0;1.0;True;1.0
0.0;3.0;0.0;12.0;0.0;114.0;0.0;29.0;1.0;False;1.0
0.0;1.0;0.0;3.0;0.0;5.0;0.0;1.0;1.0;False;0.0
0.025477707006369428;1.0;0.0;2.0;0.0;162.0;0.0;157.0;157.0;True;3.0
0.2;2.0;0.0;1.0;0.0;28.0;0.0;10.0;10.0;False;1.0
0.0;2.0;1.0;2.0;1.0;50.0;0.0;38.0;4.0;False;0.0
0.42857142857142855;1.0;0.0;4.0;0.0;11.0;0.0;7.0;4.0;False;0.0
0.1024390243902439;6.0;0.0;5.0;2.0;308.0;0.0;205.0;149.0;True;0.0
0.1024390243902439;6.0;0.0;5.0;2.0;308.0;0.0;205.0;149.0;True;0.0
0.1024390243902439;6.0;0.0;5.0;2.0;308.0;0.0;205.0;149.0;True;0.0
0.1024390243902439;6.0;0.0;5.0;2.0;308.0;0.0;205.0;149.0;True;0.0
0.1024390243902439;6.0;0.0;5.0;2.0;308.0;0.0;205.0;149.0;True;0.0
0.1024390243902439;6.0;0.0;5.0;2.0;308.0;0.0;205.0;149.0;True;0.0
-1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;False;0.0
0.5;0.0;0.0;2.0;0.0;4.0;0.0;4.0;4.0;False;5.0
0.0;0.0;0.0;9.0;0.0;18.0;0.0;7.0;4.0;False;0.0
0.0;0.0;0.0;9.0;0.0;18.0;0.0;7.0;4.0;False;0.0
0.18181818181818185;3.0;0.0;2.0;0.0;18.0;0.0;11.0;8.0;False;0.0
-1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;False;1.0
0.6666666666666666;0.0;0.0;3.0;0.0;7.0;0.0;3.0;2.0;False;1.0
