WMC_CK_75%;WMC_CK_25%;WMC_CK_count;NMI;WMC_CK_50%;NOCh;NPM;WMC;NORM;NMIR;Bugged;WMC_CK_mean;WMC_CK_max;WMC_CK_min;DIT;WMC_CK_std
2.0;2.0;2.0;0.0;2.0;0.0;2.0;5.0;0.0;0.0;False;2.0;2.0;2.0;1.0;0.0
1.0;1.0;7.0;0.0;1.0;0.0;7.0;11.0;0.0;0.0;False;1.0;1.0;1.0;1.0;0.0
1.0;1.0;2.0;0.0;1.0;0.0;2.0;4.0;0.0;0.0;False;1.0;1.0;1.0;1.0;0.0
1.0;1.0;4.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;False;1.0;1.0;1.0;0.0;0.0
1.0;1.0;4.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;True;1.0;1.0;1.0;0.0;0.0
1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;False;1.0;1.0;1.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;0.0;0.0;0.0;0.0;0.0
1.0;1.0;29.0;0.0;1.0;0.0;2.0;45.0;0.0;0.0;True;1.7241379310344829;8.0;1.0;1.0;1.5788004425634112
7.0;3.0;35.0;0.0;5.0;0.0;1.0;180.0;0.0;0.0;True;6.142857142857142;22.0;1.0;1.0;4.778277176253932
2.0;1.0;12.0;0.0;1.0;0.0;12.0;27.0;0.0;0.0;True;2.25;7.0;1.0;1.0;2.3011854652449344
1.0;1.0;2.0;0.0;1.0;0.0;2.0;2.0;0.0;0.0;True;1.0;1.0;1.0;1.0;0.0
1.0;1.0;2.0;0.0;1.0;0.0;2.0;2.0;0.0;0.0;True;1.0;1.0;1.0;1.0;0.0
1.0;1.0;2.0;0.0;1.0;0.0;2.0;2.0;0.0;0.0;False;1.0;1.0;1.0;1.0;0.0
1.75;1.25;2.0;0.0;1.5;0.0;2.0;7.0;0.0;0.0;True;1.5;2.0;1.0;1.0;0.7071067811865476
1.75;1.25;2.0;0.0;1.5;0.0;2.0;3.0;0.0;0.0;True;1.5;2.0;1.0;1.0;0.7071067811865476
2.75;2.25;2.0;0.0;2.5;0.0;2.0;7.0;0.0;0.0;True;2.5;3.0;2.0;1.0;0.7071067811865476
2.75;2.25;2.0;0.0;2.5;0.0;2.0;5.0;0.0;0.0;True;2.5;3.0;2.0;1.0;0.7071067811865476
1.75;1.25;2.0;0.0;1.5;0.0;2.0;7.0;0.0;0.0;True;1.5;2.0;1.0;1.0;0.7071067811865476
2.75;2.25;2.0;0.0;2.5;0.0;2.0;7.0;0.0;0.0;True;2.5;3.0;2.0;1.0;0.7071067811865476
1.0;1.0;1.0;0.0;1.0;0.0;2.0;3.0;0.0;0.0;True;1.0;1.0;1.0;1.0;0.0
2.0;2.0;1.0;0.0;2.0;0.0;2.0;3.0;0.0;0.0;True;2.0;2.0;2.0;1.0;0.0
3.0;3.0;1.0;0.0;3.0;0.0;2.0;4.0;0.0;0.0;True;3.0;3.0;3.0;1.0;0.0
2.0;2.0;1.0;0.0;2.0;0.0;2.0;4.0;0.0;0.0;True;2.0;2.0;2.0;1.0;0.0
2.75;2.25;2.0;0.0;2.5;0.0;2.0;7.0;0.0;0.0;True;2.5;3.0;2.0;1.0;0.7071067811865476
1.75;1.25;2.0;0.0;1.5;0.0;2.0;3.0;0.0;0.0;True;1.5;2.0;1.0;1.0;0.7071067811865476
1.75;1.25;2.0;0.0;1.5;0.0;2.0;3.0;0.0;0.0;True;1.5;2.0;1.0;1.0;0.7071067811865476
1.75;1.25;2.0;0.0;1.5;0.0;2.0;7.0;0.0;0.0;True;1.5;2.0;1.0;1.0;0.7071067811865476
3.0;2.0;18.0;0.0;2.5;0.0;2.0;55.0;0.0;0.0;True;3.1666666666666665;15.0;1.0;1.0;3.1669246540936022
3.75;1.25;22.0;0.0;2.0;0.0;2.0;85.0;0.0;0.0;True;4.045454545454546;22.0;1.0;1.0;5.140662109729341
1.0;1.0;6.0;0.0;1.0;0.0;6.0;8.0;0.0;0.0;False;1.0;1.0;1.0;1.0;0.0
3.0;1.0;10.0;0.0;2.5;0.0;5.0;31.0;0.0;0.0;False;3.1;9.0;1.0;1.0;2.766867462592951
1.0;1.0;4.0;0.0;1.0;0.0;4.0;8.0;0.0;0.0;False;1.0;1.0;1.0;1.0;0.0
2.5;1.0;12.0;0.0;1.0;0.0;5.0;29.0;0.0;0.0;True;2.5;8.0;1.0;1.0;2.504541329810165
3.0;3.0;1.0;0.0;3.0;0.0;0.0;3.0;0.0;0.0;False;3.0;3.0;3.0;1.0;0.0
1.0;1.0;1.0;0.0;1.0;0.0;1.0;3.0;0.0;0.0;False;1.0;1.0;1.0;1.0;0.0
3.0;3.0;1.0;0.0;3.0;0.0;0.0;3.0;0.0;0.0;False;3.0;3.0;3.0;1.0;0.0
3.0;3.0;1.0;0.0;3.0;0.0;0.0;3.0;0.0;0.0;False;3.0;3.0;3.0;1.0;0.0
4.0;4.0;1.0;0.0;4.0;0.0;0.0;4.0;0.0;0.0;False;4.0;4.0;4.0;1.0;0.0
7.0;2.0;6.0;0.0;4.5;0.0;2.0;35.0;0.0;0.0;False;7.0;23.0;1.0;1.0;8.270429251254134
1.0;1.0;10.0;0.0;1.0;0.0;10.0;16.0;0.0;0.0;False;1.4;4.0;1.0;1.0;0.966091783079296
4.0;4.0;1.0;0.0;4.0;0.0;0.0;4.0;0.0;0.0;False;4.0;4.0;4.0;1.0;0.0
3.0;3.0;1.0;0.0;3.0;0.0;0.0;3.0;0.0;0.0;False;3.0;3.0;3.0;1.0;0.0
1.0;1.0;1.0;0.0;1.0;0.0;9.0;19.0;0.0;0.0;True;1.0;1.0;1.0;1.0;0.0
2.0;2.0;1.0;0.0;2.0;0.0;9.0;19.0;0.0;0.0;True;2.0;2.0;2.0;1.0;0.0
2.0;1.0;10.0;0.0;2.0;0.0;9.0;19.0;0.0;0.0;True;1.7;3.0;1.0;1.0;0.6749485577105528
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
1.0;1.0;63.0;0.0;1.0;0.0;63.0;63.0;0.0;0.0;False;1.0;1.0;1.0;1.0;0.0
1.0;1.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;False;1.0;1.0;1.0;0.0;0.0
1.0;1.0;1.0;0.0;1.0;0.0;1.0;3.0;0.0;0.0;False;1.0;1.0;1.0;1.0;0.0
3.0;3.0;1.0;0.0;3.0;0.0;1.0;3.0;0.0;0.0;False;3.0;3.0;3.0;1.0;0.0
1.0;1.0;21.0;0.0;1.0;0.0;20.0;32.0;0.0;0.0;False;1.4761904761904765;4.0;1.0;1.0;0.9283882603225668
2.0;1.0;39.0;0.0;1.0;0.0;30.0;105.0;0.0;0.0;False;2.6666666666666665;31.0;1.0;1.0;4.906136508353238
1.0;1.0;4.0;0.0;1.0;0.0;0.0;4.0;0.0;0.0;False;1.0;1.0;1.0;1.0;0.0
1.0;1.0;10.0;0.0;1.0;0.0;0.0;10.0;0.0;0.0;False;1.0;1.0;1.0;1.0;0.0
1.0;1.0;8.0;0.0;1.0;0.0;7.0;12.0;0.0;0.0;False;1.375;4.0;1.0;1.0;1.0606601717798212
1.25;1.0;4.0;0.0;1.0;0.0;3.0;6.0;0.0;0.0;False;1.25;2.0;1.0;1.0;0.5
1.25;1.0;4.0;0.0;1.0;0.0;3.0;6.0;0.0;0.0;False;1.25;2.0;1.0;1.0;0.5
1.25;1.0;4.0;0.0;1.0;0.0;3.0;6.0;0.0;0.0;False;1.25;2.0;1.0;1.0;0.5
1.25;1.0;4.0;0.0;1.0;0.0;3.0;6.0;0.0;0.0;False;1.25;2.0;1.0;1.0;0.5
5.0;1.5;10.0;0.0;3.5;0.0;6.0;36.0;0.0;0.0;False;3.6;7.0;1.0;1.0;2.1705094128132942
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;False;1.0;1.0;1.0;1.0;0.0
1.0;1.0;1.0;0.0;1.0;0.0;1.0;2.0;0.0;0.0;False;1.0;1.0;1.0;1.0;0.0
1.0;1.0;20.0;0.0;1.0;0.0;20.0;21.0;0.0;0.0;False;1.0;1.0;1.0;1.0;0.0
1.0;1.0;3.0;0.0;1.0;0.0;3.0;3.0;0.0;0.0;False;1.0;1.0;1.0;1.0;0.0
1.0;1.0;1.0;0.0;1.0;0.0;18.0;75.0;0.0;0.0;False;1.0;1.0;1.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;18.0;75.0;0.0;0.0;False;0.0;0.0;0.0;1.0;0.0
2.0;2.0;1.0;0.0;2.0;0.0;18.0;75.0;0.0;0.0;False;2.0;2.0;2.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;18.0;75.0;0.0;0.0;False;0.0;0.0;0.0;1.0;0.0
4.0;1.0;33.0;0.0;1.0;0.0;18.0;75.0;0.0;0.0;False;2.4242424242424243;13.0;1.0;1.0;2.5252512626259467
0.0;0.0;0.0;0.0;0.0;0.0;18.0;75.0;0.0;0.0;False;0.0;0.0;0.0;1.0;0.0
1.0;1.0;4.0;0.0;1.0;0.0;4.0;5.0;0.0;0.0;False;1.0;1.0;1.0;1.0;0.0
1.0;1.0;1.0;0.0;1.0;0.0;1.0;5.0;0.0;0.0;False;1.0;1.0;1.0;1.0;0.0
4.0;4.0;1.0;0.0;4.0;0.0;1.0;5.0;0.0;0.0;False;4.0;4.0;4.0;1.0;0.0
1.0;1.0;1.0;0.0;1.0;0.0;1.0;5.0;0.0;0.0;False;1.0;1.0;1.0;1.0;0.0
1.0;1.0;1.0;0.0;1.0;0.0;1.0;5.0;0.0;0.0;False;1.0;1.0;1.0;1.0;0.0
4.0;4.0;1.0;0.0;4.0;0.0;1.0;5.0;0.0;0.0;False;4.0;4.0;4.0;1.0;0.0
2.0;2.0;1.0;0.0;2.0;0.0;1.0;2.0;0.0;0.0;False;2.0;2.0;2.0;1.0;0.0
2.0;2.0;1.0;0.0;2.0;0.0;1.0;6.0;0.0;0.0;False;2.0;2.0;2.0;1.0;0.0
1.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;True;1.0;1.0;1.0;0.0;0.0
3.0;1.5;7.0;0.0;3.0;0.0;4.0;22.0;0.0;0.0;False;2.4285714285714284;4.0;1.0;1.0;1.1338934190276817
9.0;9.0;1.0;0.0;9.0;0.0;1.0;9.0;0.0;0.0;False;9.0;9.0;9.0;1.0;0.0
1.0;1.0;5.0;0.0;1.0;0.0;5.0;6.0;0.0;0.0;False;1.0;1.0;1.0;1.0;0.0
6.5;1.5;3.0;0.0;2.0;0.0;1.0;12.0;0.0;0.0;False;4.666666666666667;11.0;1.0;1.0;5.507570547286101
5.25;1.0;20.0;0.0;3.0;0.0;15.0;78.0;0.0;0.0;True;4.55;26.0;1.0;1.0;5.7351639264416745
4.0;2.0;13.0;0.0;3.0;0.0;9.0;57.0;0.0;0.0;True;4.769230769230768;28.0;1.0;1.0;7.1548799914679
2.0;1.0;3.0;0.0;1.0;0.0;1.0;6.0;0.0;0.0;False;1.6666666666666667;3.0;1.0;1.0;1.1547005383792517
1.0;1.0;2.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;False;1.0;1.0;1.0;1.0;0.0
1.0;1.0;3.0;0.0;1.0;0.0;2.0;7.0;0.0;0.0;False;1.0;1.0;1.0;1.0;0.0
9.25;6.25;4.0;0.0;8.5;0.0;2.0;22.0;0.0;0.0;False;7.0;10.0;1.0;1.0;4.08248290463863
3.0;1.0;3.0;0.0;1.0;0.0;2.0;16.0;0.0;0.0;False;2.333333333333333;5.0;1.0;1.0;2.309401076758504
6.5;1.0;3.0;0.0;1.0;0.0;2.0;14.0;0.0;0.0;False;4.666666666666667;12.0;1.0;1.0;6.3508529610858835
2.5;1.0;8.0;0.0;1.5;0.0;6.0;18.0;0.0;0.0;False;2.125;5.0;1.0;1.0;1.5526475085202969
1.0;1.0;14.0;0.0;1.0;0.0;14.0;22.0;0.0;0.0;False;1.2857142857142858;5.0;1.0;1.0;1.0690449676496976
2.5;1.0;3.0;0.0;1.0;0.0;2.0;6.0;0.0;0.0;False;2.0;4.0;1.0;1.0;1.7320508075688772
1.0;1.0;2.0;0.0;1.0;0.0;2.0;4.0;0.0;0.0;False;1.0;1.0;1.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
1.0;1.0;1.0;0.0;1.0;0.0;1.0;2.0;0.0;0.0;False;1.0;1.0;1.0;1.0;0.0
2.0;2.0;1.0;0.0;2.0;0.0;1.0;2.0;0.0;0.0;False;2.0;2.0;2.0;1.0;0.0
1.0;1.0;1.0;0.0;1.0;0.0;1.0;5.0;0.0;0.0;False;1.0;1.0;1.0;1.0;0.0
2.0;2.0;1.0;0.0;2.0;0.0;1.0;2.0;0.0;0.0;False;2.0;2.0;2.0;1.0;0.0
1.0;1.0;1.0;0.0;1.0;0.0;1.0;2.0;0.0;0.0;False;1.0;1.0;1.0;1.0;0.0
1.0;1.0;1.0;0.0;1.0;0.0;1.0;2.0;0.0;0.0;False;1.0;1.0;1.0;1.0;0.0
1.0;1.0;1.0;0.0;1.0;0.0;1.0;2.0;0.0;0.0;False;1.0;1.0;1.0;1.0;0.0
1.0;1.0;3.0;0.0;1.0;0.0;1.0;4.0;0.0;0.0;False;1.0;1.0;1.0;1.0;0.0
1.0;1.0;5.0;0.0;1.0;0.0;0.0;6.0;0.0;0.0;False;1.0;1.0;1.0;1.0;0.0
1.0;1.0;3.0;0.0;1.0;0.0;1.0;4.0;0.0;0.0;False;1.0;1.0;1.0;1.0;0.0
1.0;1.0;3.0;0.0;1.0;0.0;1.0;4.0;0.0;0.0;False;1.0;1.0;1.0;1.0;0.0
1.0;1.0;1.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;False;1.0;1.0;1.0;1.0;0.0
2.0;1.0;3.0;0.0;1.0;0.0;1.0;5.0;0.0;0.0;False;1.6666666666666667;3.0;1.0;1.0;1.1547005383792517
2.0;1.0;4.0;0.0;1.5;0.0;2.0;7.0;0.0;0.0;False;1.5;2.0;1.0;1.0;0.5773502691896257
1.0;1.0;3.0;0.0;1.0;0.0;1.0;4.0;0.0;0.0;False;1.0;1.0;1.0;1.0;0.0
1.0;1.0;2.0;0.0;1.0;0.0;1.0;2.0;0.0;0.0;False;1.0;1.0;1.0;1.0;0.0
3.25;1.75;2.0;0.0;2.5;0.0;1.0;5.0;0.0;0.0;False;2.5;4.0;1.0;1.0;2.1213203435596424
5.0;5.0;1.0;0.0;5.0;0.0;0.0;2.0;0.0;0.0;False;5.0;5.0;5.0;1.0;0.0
1.0;1.0;7.0;0.0;1.0;0.0;1.0;26.0;0.0;0.0;True;3.8571428571428568;21.0;1.0;1.0;7.559289460184544
1.0;1.0;3.0;0.0;1.0;0.0;1.0;26.0;0.0;0.0;True;1.0;1.0;1.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;1.0;26.0;0.0;0.0;True;0.0;0.0;0.0;1.0;0.0
4.0;1.0;9.0;0.0;2.0;0.0;9.0;21.0;0.0;0.0;False;2.6666666666666665;7.0;1.0;1.0;2.0615528128088303
3.75;3.0;4.0;0.0;3.0;0.0;4.0;11.0;0.0;0.0;False;3.75;6.0;3.0;1.0;1.5
5.0;1.75;6.0;0.0;4.5;0.0;5.0;23.0;0.0;0.0;True;4.0;8.0;1.0;1.0;2.683281572999748
2.0;1.0;7.0;0.0;1.0;0.0;7.0;10.0;0.0;0.0;False;1.4285714285714286;2.0;1.0;1.0;0.5345224838248488
3.0;2.0;12.0;0.0;2.0;0.0;10.0;25.0;0.0;0.0;False;2.5;5.0;1.0;1.0;1.314257481345542
1.0;1.0;11.0;0.0;1.0;0.0;11.0;11.0;0.0;0.0;False;1.0;1.0;1.0;1.0;0.0
2.0;2.0;1.0;0.0;2.0;0.0;1.0;2.0;0.0;0.0;False;2.0;2.0;2.0;1.0;0.0
1.0;1.0;1.0;0.0;1.0;0.0;1.0;3.0;0.0;0.0;False;1.0;1.0;1.0;1.0;0.0
2.5;1.5;3.0;0.0;2.0;0.0;2.0;5.0;0.0;0.0;False;2.0;3.0;1.0;1.0;1.0
1.0;1.0;1.0;0.0;1.0;0.0;1.0;3.0;0.0;0.0;False;1.0;1.0;1.0;1.0;0.0
2.0;1.0;51.0;0.0;1.0;0.0;50.0;77.0;0.0;0.0;True;1.5294117647058822;7.0;1.0;1.0;1.1722276430194027
1.0;1.0;63.0;0.0;1.0;0.0;63.0;65.0;0.0;0.0;True;1.0158730158730158;2.0;1.0;1.0;0.12598815766974242
2.0;1.0;14.0;0.0;2.0;0.0;13.0;39.0;0.0;0.0;True;1.8571428571428568;5.0;1.0;1.0;1.027105182026191
2.0;1.0;5.0;0.0;1.0;0.0;4.0;8.0;0.0;0.0;False;1.6;3.0;1.0;1.0;0.8944271909999159
1.0;1.0;6.0;0.0;1.0;0.0;6.0;7.0;0.0;0.0;True;1.0;1.0;1.0;1.0;0.0
1.0;1.0;2.0;0.0;1.0;0.0;2.0;5.0;0.0;0.0;False;1.0;1.0;1.0;1.0;0.0
1.0;1.0;3.0;0.0;1.0;0.0;0.0;4.0;0.0;0.0;False;1.0;1.0;1.0;1.0;0.0
1.0;1.0;1.0;0.0;1.0;0.0;1.0;3.0;0.0;0.0;False;1.0;1.0;1.0;1.0;0.0
2.0;2.0;2.0;0.0;2.0;0.0;0.0;4.0;0.0;0.0;False;2.0;2.0;2.0;1.0;0.0
2.5;1.0;7.0;0.0;2.0;0.0;4.0;12.0;0.0;0.0;False;2.142857142857143;5.0;1.0;1.0;1.4638501094227998
4.0;2.0;2.0;0.0;3.0;0.0;0.0;6.0;0.0;0.0;False;3.0;5.0;1.0;1.0;2.8284271247461903
1.0;1.0;4.0;0.0;1.0;0.0;4.0;9.0;0.0;0.0;False;1.0;1.0;1.0;1.0;0.0
2.0;1.0;5.0;0.0;1.0;0.0;5.0;11.0;0.0;0.0;False;1.4;2.0;1.0;1.0;0.5477225575051661
2.0;2.0;1.0;0.0;2.0;0.0;1.0;3.0;0.0;0.0;False;2.0;2.0;2.0;1.0;0.0
2.0;1.0;9.0;0.0;2.0;0.0;2.0;12.0;0.0;0.0;False;1.8888888888888888;4.0;1.0;1.0;1.0540925533894598
0.0;0.0;0.0;0.0;0.0;0.0;2.0;12.0;0.0;0.0;False;0.0;0.0;0.0;1.0;0.0
1.0;1.0;17.0;0.0;1.0;0.0;17.0;22.0;0.0;0.0;False;1.0588235294117647;2.0;1.0;1.0;0.24253562503633305
2.0;1.0;5.0;0.0;1.0;0.0;5.0;6.0;0.0;0.0;True;1.6;3.0;1.0;1.0;0.8944271909999159
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;False;1.0;1.0;1.0;0.0;0.0
2.0;2.0;6.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;False;1.8333333333333333;2.0;1.0;0.0;0.40824829046386296
1.0;1.0;4.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;False;1.0;1.0;1.0;0.0;0.0
2.0;1.5;3.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;False;1.6666666666666667;2.0;1.0;0.0;0.5773502691896257
1.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;False;1.0;1.0;1.0;0.0;0.0
1.0;1.0;9.0;0.0;1.0;0.0;3.0;8.0;0.0;0.0;False;1.0;1.0;1.0;1.0;0.0
1.0;1.0;13.0;0.0;1.0;0.0;5.0;14.0;0.0;0.0;False;1.0;1.0;1.0;1.0;0.0
3.0;3.0;1.0;0.0;3.0;0.0;0.0;4.0;0.0;0.0;True;3.0;3.0;3.0;1.0;0.0
2.0;1.5;3.0;0.0;2.0;0.0;3.0;5.0;0.0;0.0;False;1.6666666666666667;2.0;1.0;1.0;0.5773502691896257
1.0;1.0;1.0;0.0;1.0;0.0;1.0;2.0;0.0;0.0;False;1.0;1.0;1.0;1.0;0.0
1.75;1.0;4.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;False;1.75;4.0;1.0;1.0;1.5
1.0;1.0;6.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;False;1.3333333333333333;3.0;1.0;1.0;0.8164965809277259
1.0;1.0;1.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;False;1.0;1.0;1.0;1.0;0.0
2.75;1.0;14.0;0.0;1.0;0.0;0.0;18.0;0.0;0.0;True;1.9285714285714288;5.0;1.0;1.0;1.439245834257849
1.0;1.0;3.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;False;1.0;1.0;1.0;1.0;0.0
1.5;1.0;7.0;0.0;1.0;0.0;0.0;4.0;0.0;0.0;False;1.7142857142857142;5.0;1.0;1.0;1.4960264830861911
2.5;1.0;3.0;0.0;1.0;0.0;0.0;4.0;0.0;0.0;False;2.0;4.0;1.0;1.0;1.7320508075688772
1.5;1.0;3.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;False;1.3333333333333333;2.0;1.0;1.0;0.5773502691896257
1.5;1.0;15.0;0.0;1.0;0.0;1.0;17.0;0.0;0.0;False;1.3333333333333333;3.0;1.0;1.0;0.6172133998483675
0.0;0.0;0.0;0.0;0.0;0.0;1.0;10.0;0.0;0.0;False;0.0;0.0;0.0;1.0;0.0
2.0;1.0;11.0;0.0;2.0;0.0;1.0;10.0;0.0;0.0;False;1.7272727272727273;3.0;1.0;1.0;0.7862453931068965
1.75;1.25;2.0;0.0;1.5;0.0;0.0;2.0;0.0;0.0;True;1.5;2.0;1.0;1.0;0.7071067811865476
1.25;1.0;8.0;0.0;1.0;0.0;2.0;9.0;0.0;0.0;False;1.5;4.0;1.0;1.0;1.0690449676496976
2.0;1.0;4.0;0.0;1.5;0.0;0.0;5.0;0.0;0.0;False;1.5;2.0;1.0;1.0;0.5773502691896257
1.0;1.0;1.0;0.0;1.0;0.0;1.0;3.0;0.0;0.0;False;1.0;1.0;1.0;1.0;0.0
1.0;1.0;1.0;0.0;1.0;0.0;1.0;3.0;0.0;0.0;False;1.0;1.0;1.0;1.0;0.0
